slot_index,slot_start_sec,slot_end_sec,road,video,frames_sampled,car,bus,truck,motorcycle,total,aggregation_method,video_time_start,video_time_end,green_sec
8,80,90,south,video_3.mp4,10,4,0,1,0,5,max_over_samples,80.0,89.0,20
8,80,90,west,video_4.mp4,10,12,1,1,1,15,max_over_samples,2.332,11.332,37
9,90,100,north,video_1.mp4,10,4,0,1,0,5,max_over_samples,0.171,23.128,20
9,90,100,east,video_2.mp4,10,14,0,1,0,15,max_over_samples,0.508,30.338,35
9,90,100,south,video_3.mp4,10,5,0,0,0,5,max_over_samples,90.0,99.0,18
9,90,100,west,video_4.mp4,10,11,2,3,1,17,max_over_samples,0.799,15.332,47
10,100,110,north,video_1.mp4,10,3,0,1,0,4,max_over_samples,4.171,13.171,17
10,100,110,east,video_2.mp4,10,16,1,6,0,23,max_over_samples,7.508,16.508,53
10,100,110,south,video_3.mp4,10,2,1,0,0,3,max_over_samples,100.0,109.0,16
10,100,110,west,video_4.mp4,10,11,1,2,0,14,max_over_samples,0.265,14.799,34
11,110,120,north,video_1.mp4,10,4,0,1,0,5,max_over_samples,14.171,23.171,18
11,110,120,east,video_2.mp4,10,16,1,3,0,20,max_over_samples,17.508,26.508,43
11,110,120,south,video_3.mp4,10,4,1,1,0,6,max_over_samples,110.0,119.0,21
11,110,120,west,video_4.mp4,10,12,2,2,0,16,max_over_samples,1.265,10.265,38
12,120,130,north,video_1.mp4,10,3,0,1,0,4,max_over_samples,0.214,9.214,18
12,120,130,east,video_2.mp4,10,15,1,3,0,19,max_over_samples,0.677,30.508,45
12,120,130,south,video_3.mp4,10,4,1,0,0,5,max_over_samples,120.0,129.0,19
12,120,130,west,video_4.mp4,10,11,1,2,2,16,max_over_samples,0.732,15.265,38
13,130,140,north,video_1.mp4,10,4,0,1,0,5,max_over_samples,10.214,19.214,19
13,130,140,east,video_2.mp4,10,16,1,3,0,20,max_over_samples,6.677,15.677,45
13,130,140,south,video_3.mp4,10,5,1,1,0,7,max_over_samples,130.0,139.0,24
13,130,140,west,video_4.mp4,10,11,1,1,0,13,max_over_samples,5.732,14.732,32
14,140,150,north,video_1.mp4,10,4,0,0,0,4,max_over_samples,0.256,23.214,16
14,140,150,east,video_2.mp4,10,15,1,3,0,19,max_over_samples,16.677,25.677,44
14,140,150,south,video_3.mp4,10,3,1,1,0,5,max_over_samples,140.0,149.0,21
14,140,150,west,video_4.mp4,10,11,1,3,0,15,max_over_samples,0.198,9.198,39
15,150,160,north,video_1.mp4,10,4,0,1,0,5,max_over_samples,6.256,15.256,19
15,150,160,east,video_2.mp4,10,16,1,1,0,18,max_over_samples,0.846,30.677,37
15,150,160,south,video_3.mp4,10,2,1,2,0,5,max_over_samples,150.0,159.0,22
15,150,160,west,video_4.mp4,10,11,2,3,1,17,max_over_samples,0.665,15.198,42
16,160,170,north,video_1.mp4,10,4,0,1,0,5,max_over_samples,0.299,23.256,19
16,160,170,east,video_2.mp4,10,21,1,2,0,24,max_over_samples,5.846,14.846,51
16,160,170,south,video_3.mp4,10,2,0,0,0,2,max_over_samples,160.0,169.0,13
16,160,170,west,video_4.mp4,10,11,1,2,0,14,max_over_samples,4.665,13.665,37
17,170,180,north,video_1.mp4,10,3,0,1,0,4,max_over_samples,2.299,11.299,18
17,170,180,east,video_2.mp4,10,17,1,3,0,21,max_over_samples,15.846,24.846,46
17,170,180,south,video_3.mp4,10,3,0,1,0,4,max_over_samples,170.0,179.0,17
17,170,180,west,video_4.mp4,10,11,1,3,1,16,max_over_samples,0.131,14.665,39
18,180,190,north,video_1.mp4,10,4,1,1,0,6,max_over_samples,12.299,21.299,22
18,180,190,east,video_2.mp4,10,16,1,2,0,19,max_over_samples,0.015,29.846,40
18,180,190,south,video_3.mp4,10,4,1,1,0,6,max_over_samples,180.0,189.0,22
18,180,190,west,video_4.mp4,10,10,1,3,0,14,max_over_samples,0.597,15.131,36
19,190,200,north,video_1.mp4,10,4,0,1,0,5,max_over_samples,0.342,23.299,18
19,190,200,east,video_2.mp4,10,18,2,2,0,22,max_over_samples,5.015,14.015,46
19,190,200,south,video_3.mp4,10,3,0,1,0,4,max_over_samples,190.0,199.0,17
19,190,200,west,video_4.mp4,10,12,2,2,1,17,max_over_samples,3.597,12.597,39
20,200,210,north,video_1.mp4,10,4,0,1,0,5,max_over_samples,8.342,17.342,18
20,200,210,east,video_2.mp4,10,18,1,2,0,21,max_over_samples,15.015,24.015,43
20,200,210,south,video_3.mp4,10,4,1,1,0,6,max_over_samples,200.0,209.0,21
20,200,210,west,video_4.mp4,10,11,1,3,1,16,max_over_samples,0.064,14.597,38
21,210,220,north,video_1.mp4,10,4,0,1,0,5,max_over_samples,0.385,23.342,19
21,210,220,east,video_2.mp4,10,15,2,1,0,18,max_over_samples,0.184,30.015,43
21,210,220,south,video_3.mp4,10,3,0,1,0,4,max_over_samples,210.0,219.0,18
21,210,220,west,video_4.mp4,10,11,1,3,0,15,max_over_samples,0.53,15.064,40
22,220,230,north,video_1.mp4,10,3,0,1,0,4,max_over_samples,4.385,13.385,18
22,220,230,east,video_2.mp4,10,16,1,1,0,18,max_over_samples,4.184,13.184,42
22,220,230,south,video_3.mp4,10,3,0,1,0,4,max_over_samples,220.0,229.0,18
22,220,230,west,video_4.mp4,10,11,2,2,0,15,max_over_samples,2.53,11.53,42
23,230,240,north,video_1.mp4,10,4,0,1,0,5,max_over_samples,14.385,23.385,19
23,230,240,east,video_2.mp4,10,13,1,3,0,17,max_over_samples,14.184,23.184,41
23,230,240,south,video_3.mp4,10,3,1,1,0,5,max_over_samples,230.0,239.0,21
23,230,240,west,video_4.mp4,9,11,1,3,1,16,max_over_samples,0.997,14.53,39
